[log] /scratch/users/ntu/kenneth0/FYP-SmartObjectCounter/logs/train_rgbt_late_e100_12749846.pbs101_20260117_023739.log
[job] name=train_rgbt_late_e100 id=12749846.pbs101 host=x1000c0s4b0n1 time=Sat Jan 17 02:37:39 +08 2026
[init] device = cuda
[init] train = 1030  val = 200  workers = 4
/scratch/users/ntu/kenneth0/FYP-SmartObjectCounter/scripts/train_rgbt.py:385: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = GradScaler(enabled = bool(args.amp))
[e002 s0750/1030] loss = 0.002750
[e002 s0800/1030] loss = 0.002692
[e002 s0850/1030] loss = 0.002621
[e002 s0900/1030] loss = 0.002619
[e002 s0950/1030] loss = 0.002539
[e002 s1000/1030] loss = 0.002524
Epoch 002: train_loss = 0.002481  MAE/GAME0 = 8.909  RMSE = 21.942  GAME1 = 11.282  GAME2 = 13.322  GAME3 = 14.550  lr = 1.00e-05  time = 16.1s
[e003 s0001/1030] loss = 0.000268
[e003 s0050/1030] loss = 0.002430
[e003 s0100/1030] loss = 0.002122
[e003 s0150/1030] loss = 0.002259
[e003 s0200/1030] loss = 0.002069
[e003 s0250/1030] loss = 0.001943
[e003 s0300/1030] loss = 0.001917
[e003 s0350/1030] loss = 0.002112
[e003 s0400/1030] loss = 0.002428
[e003 s0450/1030] loss = 0.002314
[e003 s0500/1030] loss = 0.002306
[e003 s0550/1030] loss = 0.002222
[e003 s0600/1030] loss = 0.002193
[e003 s0650/1030] loss = 0.002221
[e003 s0700/1030] loss = 0.002180
[e003 s0750/1030] loss = 0.002128
[e003 s0800/1030] loss = 0.002121
[e003 s0850/1030] loss = 0.002082
[e003 s0900/1030] loss = 0.002023
[e003 s0950/1030] loss = 0.001958
[e003 s1000/1030] loss = 0.001922
Epoch 003: train_loss = 0.001899  MAE/GAME0 = 7.435  RMSE = 22.536  GAME1 = 9.222  GAME2 = 11.451  GAME3 = 12.896  lr = 1.00e-05  time = 16.2s
[e004 s0001/1030] loss = 0.000319
[e004 s0050/1030] loss = 0.002224
[e004 s0100/1030] loss = 0.001926
[e004 s0150/1030] loss = 0.001998
[e004 s0200/1030] loss = 0.001759
[e004 s0250/1030] loss = 0.001809
[e004 s0300/1030] loss = 0.001772
[e004 s0350/1030] loss = 0.001782
[e004 s0400/1030] loss = 0.001833
[e004 s0450/1030] loss = 0.001933
[e004 s0500/1030] loss = 0.001842
[e004 s0550/1030] loss = 0.001825
[e004 s0600/1030] loss = 0.001761
[e004 s0650/1030] loss = 0.001682
[e004 s0700/1030] loss = 0.001637
[e004 s0750/1030] loss = 0.001639
[e004 s0800/1030] loss = 0.001595
[e004 s0850/1030] loss = 0.001785
[e004 s0900/1030] loss = 0.001782
[e004 s0950/1030] loss = 0.001752
[e004 s1000/1030] loss = 0.001780
Epoch 004: train_loss = 0.001764  MAE/GAME0 = 8.002  RMSE = 20.576  GAME1 = 9.676  GAME2 = 11.657  GAME3 = 12.930  lr = 1.00e-05  time = 16.2s
[e005 s0001/1030] loss = 0.001196
[e005 s0050/1030] loss = 0.002870
[e005 s0100/1030] loss = 0.001988
[e005 s0150/1030] loss = 0.001842
[e005 s0200/1030] loss = 0.001635
[e005 s0250/1030] loss = 0.001608
[e005 s0300/1030] loss = 0.002194
[e005 s0350/1030] loss = 0.001991
[e005 s0400/1030] loss = 0.001813
[e005 s0450/1030] loss = 0.001990
[e005 s0500/1030] loss = 0.001952
[e005 s0550/1030] loss = 0.001868
[e005 s0600/1030] loss = 0.001792
[e005 s0650/1030] loss = 0.001725
[e005 s0700/1030] loss = 0.001650
[e005 s0750/1030] loss = 0.001644
[e005 s0800/1030] loss = 0.001666
[e005 s0850/1030] loss = 0.001610
[e005 s0900/1030] loss = 0.001564
[e005 s0950/1030] loss = 0.001567
[e005 s1000/1030] loss = 0.001531
Epoch 005: train_loss = 0.001511  MAE/GAME0 = 8.501  RMSE = 21.627  GAME1 = 10.382  GAME2 = 12.107  GAME3 = 13.207  lr = 1.00e-05  time = 15.9s
[e006 s0001/1030] loss = 0.000224
[e006 s0050/1030] loss = 0.000708
[e006 s0100/1030] loss = 0.001103
[e006 s0150/1030] loss = 0.001271
[e006 s0200/1030] loss = 0.001124
[e006 s0250/1030] loss = 0.002658
[e006 s0300/1030] loss = 0.002341
[e006 s0350/1030] loss = 0.002265
[e006 s0400/1030] loss = 0.002162
[e006 s0450/1030] loss = 0.002002
[e006 s0500/1030] loss = 0.001944
[e006 s0550/1030] loss = 0.001822
[e006 s0600/1030] loss = 0.001762
[e006 s0650/1030] loss = 0.001755
[e006 s0700/1030] loss = 0.001689
[e006 s0750/1030] loss = 0.001631
[e006 s0800/1030] loss = 0.001606
[e006 s0850/1030] loss = 0.001553
[e006 s0900/1030] loss = 0.001533
[e006 s0950/1030] loss = 0.001513
[e006 s1000/1030] loss = 0.001491
Epoch 006: train_loss = 0.001489  MAE/GAME0 = 6.865  RMSE = 13.122  GAME1 = 8.440  GAME2 = 9.995  GAME3 = 11.156  lr = 1.00e-05  time = 16.1s
[e007 s0001/1030] loss = 0.000436
[e007 s0050/1030] loss = 0.001358
[e007 s0100/1030] loss = 0.001082
[e007 s0150/1030] loss = 0.000986
[e007 s0200/1030] loss = 0.000918
[e007 s0250/1030] loss = 0.000903
[e007 s0300/1030] loss = 0.000876
[e007 s0350/1030] loss = 0.000993
[e007 s0400/1030] loss = 0.000977
[e007 s0450/1030] loss = 0.000998
[e007 s0500/1030] loss = 0.000989
[e007 s0550/1030] loss = 0.001278
[e007 s0600/1030] loss = 0.001330
[e007 s0650/1030] loss = 0.001283
[e007 s0700/1030] loss = 0.001326
[e007 s0750/1030] loss = 0.001293
[e007 s0800/1030] loss = 0.001274
[e007 s0850/1030] loss = 0.001233
[e007 s0900/1030] loss = 0.001211
[e007 s0950/1030] loss = 0.001190
[e007 s1000/1030] loss = 0.001175
Epoch 007: train_loss = 0.001206  MAE/GAME0 = 9.928  RMSE = 15.813  GAME1 = 10.774  GAME2 = 12.046  GAME3 = 13.020  lr = 1.00e-05  time = 16.1s
[e008 s0001/1030] loss = 0.000580
[e008 s0050/1030] loss = 0.000839
[e008 s0100/1030] loss = 0.000799
[e008 s0150/1030] loss = 0.000770
[e008 s0200/1030] loss = 0.000771
[e008 s0250/1030] loss = 0.000716
[e008 s0300/1030] loss = 0.000779
[e008 s0350/1030] loss = 0.000775
[e008 s0400/1030] loss = 0.000774
[e008 s0450/1030] loss = 0.000809
[e008 s0500/1030] loss = 0.000871
[e008 s0550/1030] loss = 0.000868
[e008 s0600/1030] loss = 0.000887
[e008 s0650/1030] loss = 0.000924
[e008 s0700/1030] loss = 0.001009
[e008 s0750/1030] loss = 0.000982
[e008 s0800/1030] loss = 0.000985
[e008 s0850/1030] loss = 0.000981
[e008 s0900/1030] loss = 0.000976
[e008 s0950/1030] loss = 0.000969
[e008 s1000/1030] loss = 0.000956
Epoch 008: train_loss = 0.001072  MAE/GAME0 = 10.325  RMSE = 13.482  GAME1 = 11.650  GAME2 = 13.158  GAME3 = 14.054  lr = 1.00e-05  time = 16.0s
[e009 s0001/1030] loss = 0.000450
[e009 s0050/1030] loss = 0.000526
[e009 s0100/1030] loss = 0.000702
[e009 s0150/1030] loss = 0.000859
[e009 s0200/1030] loss = 0.000800
[e009 s0250/1030] loss = 0.000974
[e009 s0300/1030] loss = 0.000963
[e009 s0350/1030] loss = 0.000933
[e009 s0400/1030] loss = 0.000901
[e009 s0450/1030] loss = 0.000972
[e009 s0500/1030] loss = 0.000948
[e009 s0550/1030] loss = 0.000997
[e009 s0600/1030] loss = 0.001111
[e009 s0650/1030] loss = 0.001105
[e009 s0700/1030] loss = 0.001120
[e009 s0750/1030] loss = 0.001107
[e009 s0800/1030] loss = 0.001079
[e009 s0850/1030] loss = 0.001051
[e009 s0900/1030] loss = 0.001047
[e009 s0950/1030] loss = 0.001129
[e009 s1000/1030] loss = 0.001095
Epoch 009: train_loss = 0.001080  MAE/GAME0 = 6.029  RMSE = 11.815  GAME1 = 7.074  GAME2 = 8.129  GAME3 = 8.814  lr = 1.00e-05  time = 15.9s
[e010 s0001/1030] loss = 0.001540
[e010 s0050/1030] loss = 0.001884
[e010 s0100/1030] loss = 0.001173
[e010 s0150/1030] loss = 0.001731
[e010 s0200/1030] loss = 0.001606
[e010 s0250/1030] loss = 0.001560
[e010 s0300/1030] loss = 0.001704
[e010 s0350/1030] loss = 0.001665
[e010 s0400/1030] loss = 0.001555
[e010 s0450/1030] loss = 0.001462
[e010 s0500/1030] loss = 0.001426
[e010 s0550/1030] loss = 0.001376
[e010 s0600/1030] loss = 0.001341
[e010 s0650/1030] loss = 0.001292
[e010 s0700/1030] loss = 0.001260
[e010 s0750/1030] loss = 0.001224
[e010 s0800/1030] loss = 0.001213
[e010 s0850/1030] loss = 0.001170
[e010 s0900/1030] loss = 0.001154
[e010 s0950/1030] loss = 0.001120
[e010 s1000/1030] loss = 0.001111
Epoch 010: train_loss = 0.001106  MAE/GAME0 = 7.383  RMSE = 11.205  GAME1 = 8.274  GAME2 = 9.353  GAME3 = 10.204  lr = 1.00e-05  time = 16.2s
[e011 s0001/1030] loss = 0.000125
[e011 s0050/1030] loss = 0.000630
[e011 s0100/1030] loss = 0.000710
[e011 s0150/1030] loss = 0.000670
[e011 s0200/1030] loss = 0.001222
[e011 s0250/1030] loss = 0.001069
[e011 s0300/1030] loss = 0.001457
[e011 s0350/1030] loss = 0.001387
[e011 s0400/1030] loss = 0.001365
[e011 s0450/1030] loss = 0.001379
[e011 s0500/1030] loss = 0.001333
[e011 s0550/1030] loss = 0.001267
[e011 s0600/1030] loss = 0.001210
[e011 s0650/1030] loss = 0.001160
[e011 s0700/1030] loss = 0.001127
[e011 s0750/1030] loss = 0.001098
[e011 s0800/1030] loss = 0.001062
[e011 s0850/1030] loss = 0.001044
[e011 s0900/1030] loss = 0.001032
[e011 s0950/1030] loss = 0.001098
[e011 s1000/1030] loss = 0.001064
Epoch 011: train_loss = 0.001044  MAE/GAME0 = 7.103  RMSE = 17.050  GAME1 = 8.186  GAME2 = 9.325  GAME3 = 10.077  lr = 1.00e-05  time = 15.9s
[e012 s0001/1030] loss = 0.000012
[e012 s0050/1030] loss = 0.001252
[e012 s0100/1030] loss = 0.001432
[e012 s0150/1030] loss = 0.001366
[e012 s0200/1030] loss = 0.001202
[e012 s0250/1030] loss = 0.001223
[e012 s0300/1030] loss = 0.001107
[e012 s0350/1030] loss = 0.001189
[e012 s0400/1030] loss = 0.001135
[e012 s0450/1030] loss = 0.001258
[e012 s0500/1030] loss = 0.001188
[e012 s0550/1030] loss = 0.001161
[e012 s0600/1030] loss = 0.001156
[e012 s0650/1030] loss = 0.001131
[e012 s0700/1030] loss = 0.001095
[e012 s0750/1030] loss = 0.001146
[e012 s0800/1030] loss = 0.001127
[e012 s0850/1030] loss = 0.001117
[e012 s0900/1030] loss = 0.001102
[e012 s0950/1030] loss = 0.001088
[e012 s1000/1030] loss = 0.001082
Epoch 012: train_loss = 0.001070  MAE/GAME0 = 5.029  RMSE = 8.114  GAME1 = 5.933  GAME2 = 6.992  GAME3 = 7.612  lr = 1.00e-05  time = 15.9s
[e013 s0001/1030] loss = 0.000304
[e013 s0050/1030] loss = 0.000644
[e013 s0100/1030] loss = 0.000824
[e013 s0150/1030] loss = 0.000740
[e013 s0200/1030] loss = 0.000732
[e013 s0250/1030] loss = 0.000716
[e013 s0300/1030] loss = 0.000745
[e013 s0350/1030] loss = 0.000750
[e013 s0400/1030] loss = 0.000730
[e013 s0450/1030] loss = 0.000737
[e013 s0500/1030] loss = 0.000717
[e013 s0550/1030] loss = 0.000780
[e013 s0600/1030] loss = 0.000756
[e013 s0650/1030] loss = 0.000784
[e013 s0700/1030] loss = 0.000789
[e013 s0750/1030] loss = 0.000802
[e013 s0800/1030] loss = 0.000794
[e013 s0850/1030] loss = 0.000773
[e013 s0900/1030] loss = 0.000758
[e013 s0950/1030] loss = 0.000770
[e013 s1000/1030] loss = 0.000775
Epoch 013: train_loss = 0.000807  MAE/GAME0 = 5.971  RMSE = 10.578  GAME1 = 7.148  GAME2 = 8.215  GAME3 = 8.967  lr = 1.00e-05  time = 16.1s
[e014 s0001/1030] loss = 0.000242
[e014 s0050/1030] loss = 0.000899
[e014 s0100/1030] loss = 0.000802
[e014 s0150/1030] loss = 0.000711
[e014 s0200/1030] loss = 0.000682
[e014 s0250/1030] loss = 0.000842
[e014 s0300/1030] loss = 0.000833
[e014 s0350/1030] loss = 0.000830
[e014 s0400/1030] loss = 0.000860
[e014 s0450/1030] loss = 0.001072
[e014 s0500/1030] loss = 0.001149
[e014 s0550/1030] loss = 0.001132
[e014 s0600/1030] loss = 0.001094
[e014 s0650/1030] loss = 0.001058
[e014 s0700/1030] loss = 0.001041
[e014 s0750/1030] loss = 0.001022
[e014 s0800/1030] loss = 0.001022
[e014 s0850/1030] loss = 0.000995
[e014 s0900/1030] loss = 0.000982
[e014 s0950/1030] loss = 0.000989
[e014 s1000/1030] loss = 0.000966
Epoch 014: train_loss = 0.000973  MAE/GAME0 = 6.089  RMSE = 11.194  GAME1 = 7.169  GAME2 = 8.210  GAME3 = 8.871  lr = 1.00e-05  time = 16.0s
[e015 s0001/1030] loss = 0.000546
[e015 s0050/1030] loss = 0.001139
[e015 s0100/1030] loss = 0.000899
[e015 s0150/1030] loss = 0.000893
[e015 s0200/1030] loss = 0.000972
[e015 s0250/1030] loss = 0.001015
[e015 s0300/1030] loss = 0.001004
[e015 s0350/1030] loss = 0.000995
[e015 s0400/1030] loss = 0.000963
[e015 s0450/1030] loss = 0.000928
[e015 s0500/1030] loss = 0.000934
[e015 s0550/1030] loss = 0.000942
[e015 s0600/1030] loss = 0.000929
[e015 s0650/1030] loss = 0.000907
[e015 s0700/1030] loss = 0.000884
[e015 s0750/1030] loss = 0.000874
[e015 s0800/1030] loss = 0.000866
[e015 s0850/1030] loss = 0.000872
[e015 s0900/1030] loss = 0.000862
[e015 s0950/1030] loss = 0.000936
[e015 s1000/1030] loss = 0.001012
Epoch 015: train_loss = 0.001025  MAE/GAME0 = 6.111  RMSE = 12.932  GAME1 = 6.959  GAME2 = 8.084  GAME3 = 8.734  lr = 1.00e-05  time = 15.9s
[e016 s0001/1030] loss = 0.000030
[e016 s0050/1030] loss = 0.000632
[e016 s0100/1030] loss = 0.000834
[e016 s0150/1030] loss = 0.000831
[e016 s0200/1030] loss = 0.000873
[e016 s0250/1030] loss = 0.000806
[e016 s0300/1030] loss = 0.000873
[e016 s0350/1030] loss = 0.000865
[e016 s0400/1030] loss = 0.001068
[e016 s0450/1030] loss = 0.001045
[e016 s0500/1030] loss = 0.000991
[e016 s0550/1030] loss = 0.001016
[e016 s0600/1030] loss = 0.001007
[e016 s0650/1030] loss = 0.000976
[e016 s0700/1030] loss = 0.000964
[e016 s0750/1030] loss = 0.000980
[e016 s0800/1030] loss = 0.001099
[e016 s0850/1030] loss = 0.001070
[e016 s0900/1030] loss = 0.001051
[e016 s0950/1030] loss = 0.001020
[e016 s1000/1030] loss = 0.001022
Epoch 016: train_loss = 0.001020  MAE/GAME0 = 6.517  RMSE = 11.980  GAME1 = 7.638  GAME2 = 8.697  GAME3 = 9.411  lr = 1.00e-05  time = 15.9s
[e017 s0001/1030] loss = 0.000031
[e017 s0050/1030] loss = 0.000862
[e017 s0100/1030] loss = 0.000796
[e017 s0150/1030] loss = 0.000779
[e017 s0200/1030] loss = 0.000844
[e017 s0250/1030] loss = 0.000878
[e017 s0300/1030] loss = 0.000811
[e017 s0350/1030] loss = 0.000791
[e017 s0400/1030] loss = 0.000782
[e017 s0450/1030] loss = 0.000788
[e017 s0500/1030] loss = 0.000829
[e017 s0550/1030] loss = 0.000795
[e017 s0600/1030] loss = 0.000798
[e017 s0650/1030] loss = 0.000837
[e017 s0700/1030] loss = 0.000825
[e017 s0750/1030] loss = 0.000818
[e017 s0800/1030] loss = 0.000821
[e017 s0850/1030] loss = 0.000808
[e017 s0900/1030] loss = 0.000801
[e017 s0950/1030] loss = 0.000803
[e017 s1000/1030] loss = 0.000810
Epoch 017: train_loss = 0.000828  MAE/GAME0 = 7.226  RMSE = 14.654  GAME1 = 8.206  GAME2 = 9.257  GAME3 = 9.828  lr = 1.00e-05  time = 16.2s
[e018 s0001/1030] loss = 0.000002
[e018 s0050/1030] loss = 0.001509
[e018 s0100/1030] loss = 0.001035
[e018 s0150/1030] loss = 0.001246
[e018 s0200/1030] loss = 0.001100
[e018 s0250/1030] loss = 0.001146
[e018 s0300/1030] loss = 0.001162
[e018 s0350/1030] loss = 0.001111
[e018 s0400/1030] loss = 0.001074
[e018 s0450/1030] loss = 0.001165
[e018 s0500/1030] loss = 0.001128
[e018 s0550/1030] loss = 0.001078
[e018 s0600/1030] loss = 0.001058
[e018 s0650/1030] loss = 0.001036
[e018 s0700/1030] loss = 0.000998
[e018 s0750/1030] loss = 0.000986
[e018 s0800/1030] loss = 0.000969
[e018 s0850/1030] loss = 0.000984
[e018 s0900/1030] loss = 0.000960
[e018 s0950/1030] loss = 0.000946
[e018 s1000/1030] loss = 0.000943
Epoch 018: train_loss = 0.000937  MAE/GAME0 = 6.626  RMSE = 17.339  GAME1 = 7.491  GAME2 = 8.482  GAME3 = 9.134  lr = 1.00e-05  time = 16.5s
[e019 s0001/1030] loss = 0.000685
[e019 s0050/1030] loss = 0.000607
[e019 s0100/1030] loss = 0.001048
[e019 s0150/1030] loss = 0.000933
[e019 s0200/1030] loss = 0.000863
[e019 s0250/1030] loss = 0.000815
[e019 s0300/1030] loss = 0.000763
[e019 s0350/1030] loss = 0.000795
[e019 s0400/1030] loss = 0.000807
[e019 s0450/1030] loss = 0.000818
[e019 s0500/1030] loss = 0.000840
[e019 s0550/1030] loss = 0.000813
[e019 s0600/1030] loss = 0.000800
[e019 s0650/1030] loss = 0.000775
[e019 s0700/1030] loss = 0.000760
[e019 s0750/1030] loss = 0.000745
[e019 s0800/1030] loss = 0.000879
[e019 s0850/1030] loss = 0.000858
[e019 s0900/1030] loss = 0.000923
[e019 s0950/1030] loss = 0.000929
[e019 s1000/1030] loss = 0.000989
Epoch 019: train_loss = 0.000976  MAE/GAME0 = 6.654  RMSE = 12.479  GAME1 = 7.757  GAME2 = 8.815  GAME3 = 9.471  lr = 1.00e-05  time = 15.9s
[e020 s0001/1030] loss = 0.000006
[e020 s0050/1030] loss = 0.000858
[e020 s0100/1030] loss = 0.000729
[e020 s0150/1030] loss = 0.000886
[e020 s0200/1030] loss = 0.000936
[e020 s0250/1030] loss = 0.000932
[e020 s0300/1030] loss = 0.000938
[e020 s0350/1030] loss = 0.000887
[e020 s0400/1030] loss = 0.000846
[e020 s0450/1030] loss = 0.000837
[e020 s0500/1030] loss = 0.000801
[e020 s0550/1030] loss = 0.000998
[e020 s0600/1030] loss = 0.001050
[e020 s0650/1030] loss = 0.001010
[e020 s0700/1030] loss = 0.000996
[e020 s0750/1030] loss = 0.000980
[e020 s0800/1030] loss = 0.000971
[e020 s0850/1030] loss = 0.000966
[e020 s0900/1030] loss = 0.000964
[e020 s0950/1030] loss = 0.000947
[e020 s1000/1030] loss = 0.000948
Epoch 020: train_loss = 0.000946  MAE/GAME0 = 6.379  RMSE = 13.613  GAME1 = 7.348  GAME2 = 8.396  GAME3 = 9.070  lr = 1.00e-05  time = 15.9s
[e021 s0001/1030] loss = 0.000601
[e021 s0050/1030] loss = 0.000872
[e021 s0100/1030] loss = 0.000766
[e021 s0150/1030] loss = 0.000705
[e021 s0200/1030] loss = 0.000710
[e021 s0250/1030] loss = 0.000652
[e021 s0300/1030] loss = 0.000616
[e021 s0350/1030] loss = 0.000630
[e021 s0400/1030] loss = 0.000654
[e021 s0450/1030] loss = 0.000662
[e021 s0500/1030] loss = 0.000630
[e021 s0550/1030] loss = 0.000627
[e021 s0600/1030] loss = 0.000611
[e021 s0650/1030] loss = 0.000594
[e021 s0700/1030] loss = 0.000611
[e021 s0750/1030] loss = 0.000829
[e021 s0800/1030] loss = 0.000837
[e021 s0850/1030] loss = 0.000823
[e021 s0900/1030] loss = 0.000842
[e021 s0950/1030] loss = 0.000889
[e021 s1000/1030] loss = 0.000873
Epoch 021: train_loss = 0.000864  MAE/GAME0 = 5.263  RMSE = 9.707  GAME1 = 6.100  GAME2 = 7.144  GAME3 = 7.756  lr = 1.00e-05  time = 16.1s
[e022 s0001/1030] loss = 0.000073
[e022 s0050/1030] loss = 0.001851
[e022 s0100/1030] loss = 0.001224
[e022 s0150/1030] loss = 0.001010
[e022 s0200/1030] loss = 0.000879
[e022 s0250/1030] loss = 0.000983
[e022 s0300/1030] loss = 0.000981
[e022 s0350/1030] loss = 0.001050
[e022 s0400/1030] loss = 0.001042
[e022 s0450/1030] loss = 0.001048
[e022 s0500/1030] loss = 0.001008
[e022 s0550/1030] loss = 0.001003
[e022 s0600/1030] loss = 0.000991
[e022 s0650/1030] loss = 0.000985
[e022 s0700/1030] loss = 0.000960
[e022 s0750/1030] loss = 0.000953
[e022 s0800/1030] loss = 0.000956
[e022 s0850/1030] loss = 0.000933
[e022 s0900/1030] loss = 0.000954
[e022 s0950/1030] loss = 0.000965
[e022 s1000/1030] loss = 0.000967
Epoch 022: train_loss = 0.000973  MAE/GAME0 = 9.146  RMSE = 15.236  GAME1 = 10.188  GAME2 = 11.211  GAME3 = 11.930  lr = 1.00e-05  time = 16.1s
[e023 s0001/1030] loss = 0.001932
[e023 s0050/1030] loss = 0.000936
[e023 s0100/1030] loss = 0.000660
[e023 s0150/1030] loss = 0.000767
[e023 s0200/1030] loss = 0.000727
[e023 s0250/1030] loss = 0.000949
[e023 s0300/1030] loss = 0.000924
[e023 s0350/1030] loss = 0.000883
[e023 s0400/1030] loss = 0.000857
[e023 s0450/1030] loss = 0.000839
[e023 s0500/1030] loss = 0.001184
[e023 s0550/1030] loss = 0.001121
[e023 s0600/1030] loss = 0.001080
[e023 s0650/1030] loss = 0.001097
[e023 s0700/1030] loss = 0.001094
[e023 s0750/1030] loss = 0.001077
[e023 s0800/1030] loss = 0.001056
[e023 s0850/1030] loss = 0.001045
[e023 s0900/1030] loss = 0.001026
[e023 s0950/1030] loss = 0.000989
[e023 s1000/1030] loss = 0.000978
Epoch 023: train_loss = 0.000968  MAE/GAME0 = 7.042  RMSE = 11.786  GAME1 = 7.885  GAME2 = 8.885  GAME3 = 9.465  lr = 1.00e-05  time = 15.9s
[e024 s0001/1030] loss = 0.000384
[e024 s0050/1030] loss = 0.000970
[e024 s0100/1030] loss = 0.000849
[e024 s0150/1030] loss = 0.000844
[e024 s0200/1030] loss = 0.000833
[e024 s0250/1030] loss = 0.000745
[e024 s0300/1030] loss = 0.000776
[e024 s0350/1030] loss = 0.000746
[e024 s0400/1030] loss = 0.000745
[e024 s0450/1030] loss = 0.000718
[e024 s0500/1030] loss = 0.000691
[e024 s0550/1030] loss = 0.000786
[e024 s0600/1030] loss = 0.000859
[e024 s0650/1030] loss = 0.000944
[e024 s0700/1030] loss = 0.000933
[e024 s0750/1030] loss = 0.000925
[e024 s0800/1030] loss = 0.000921
[e024 s0850/1030] loss = 0.000901
[e024 s0900/1030] loss = 0.000885
[e024 s0950/1030] loss = 0.000883
[e024 s1000/1030] loss = 0.000877
Epoch 024: train_loss = 0.000874  MAE/GAME0 = 7.027  RMSE = 17.314  GAME1 = 7.776  GAME2 = 8.648  GAME3 = 9.250  lr = 1.00e-05  time = 16.2s
[e025 s0001/1030] loss = 0.000012
[e025 s0050/1030] loss = 0.000383
[e025 s0100/1030] loss = 0.000453
[e025 s0150/1030] loss = 0.000611
[e025 s0200/1030] loss = 0.000655
[e025 s0250/1030] loss = 0.000764
[e025 s0300/1030] loss = 0.000758
[e025 s0350/1030] loss = 0.000771
[e025 s0400/1030] loss = 0.000915
[e025 s0450/1030] loss = 0.000874
[e025 s0500/1030] loss = 0.000909
[e025 s0550/1030] loss = 0.000890
[e025 s0600/1030] loss = 0.001127
[e025 s0650/1030] loss = 0.001087
[e025 s0700/1030] loss = 0.001056
[e025 s0750/1030] loss = 0.001038
[e025 s0800/1030] loss = 0.001020
[e025 s0850/1030] loss = 0.000999
[e025 s0900/1030] loss = 0.000964
[e025 s0950/1030] loss = 0.000943
[e025 s1000/1030] loss = 0.000931
Epoch 025: train_loss = 0.000928  MAE/GAME0 = 5.695  RMSE = 11.502  GAME1 = 6.674  GAME2 = 7.550  GAME3 = 8.036  lr = 1.00e-05  time = 16.1s
[e026 s0001/1030] loss = 0.000566
[e026 s0050/1030] loss = 0.000511
[e026 s0100/1030] loss = 0.000573
[e026 s0150/1030] loss = 0.000623
[e026 s0200/1030] loss = 0.000701
[e026 s0250/1030] loss = 0.000707
[e026 s0300/1030] loss = 0.000706
[e026 s0350/1030] loss = 0.000713
[e026 s0400/1030] loss = 0.000750
[e026 s0450/1030] loss = 0.000870
[e026 s0500/1030] loss = 0.000833
[e026 s0550/1030] loss = 0.000804
[e026 s0600/1030] loss = 0.000795
[e026 s0650/1030] loss = 0.000766
[e026 s0700/1030] loss = 0.000779
[e026 s0750/1030] loss = 0.000816
[e026 s0800/1030] loss = 0.000814
[e026 s0850/1030] loss = 0.000811
[e026 s0900/1030] loss = 0.000823
[e026 s0950/1030] loss = 0.000807
[e026 s1000/1030] loss = 0.000788
Epoch 026: train_loss = 0.000801  MAE/GAME0 = 8.817  RMSE = 23.591  GAME1 = 9.683  GAME2 = 10.453  GAME3 = 10.964  lr = 1.00e-05  time = 15.8s
[e027 s0001/1030] loss = 0.000176
